A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
s__Prevotella sp900556795	91979	47356	0	42079	1262	633	0	46323	120188	0	6835	28566	161304	17039	0	36985	14646	3370	3222	2589	1316	7010	0	2054	0	25828	10338	0	1115	461	0	0	0	29535	0	47889	9378	0	19000	6414	0	0	25128	547	20974	800	3414	37802	0	18822	33326	23070	0	5219	125108	0	74829	23258	63653	3708	27010	0	0	4392	662	0	19995	812	815	21773	0	102771	3412	22236	8083	0	48186	0	0	46140	2049	113054	59499	132138	12966	0	76373	16001	825	449159	16662	97813	4388	29338	252642	6155	60729	97217	39045	40674	177333	633	0	17192	0	332105	0	228871	0	0	79591	0	90176	222001	324303	15492	31135	211632	24636	2494	9229	174812	33439	10961	1326	13900	39887	318249	0	68531	20705	19823	31286	4334	38298	1285	3444	64347	23788	66172	281852	136424	39906	298040	249141	271986	34352	15437	94246	69254	10890	398492	44039	51788	576914	494	346856	4998	9761	131321	403675	225171	363680	1365	241645	49494	102269	11653	52465	4193	144234	1819	21750	150181	95328	4575	115879	10519	372057	49919	2621	456222	7339	180072	22041	4515	519776	245607	385283	37789	61840
s__Prevotella sp900290275	287830	19613	712	36557	61778	1151	786	27450	430662	0	7955	13489	22128	20644	0	522167	7605	5697	3419	7119	392	3543	590	2899	716	2290	9421	379	3095	1814	0	0	1427	449592	0	44386	10190	0	2277	9526	0	1003	27038	597	9441	3290	7842	23972	1290	19711	18188	341011	618	2448	10878	525	8701	10492	8861	12682	46207	1619	0	3882	1371	1811	8346	3450	18293	21625	883	222895	3004	145543	2194	623	17284	0	0	15385	2948	39803	34952	9137	6862	1094	109286	9270	4618	328492	21271	41284	3708	29929	146508	11528	431472	60107	119835	101882	158292	8537	574	27806	892	36209	779	9781	1054	2728	36287	0	8204	166562	21924	37679	14294	38418	3648	8200	13235	154585	2502	12532	2419	5460	84989	19690	629	304747	402852	377988	338875	11479	19486	2407	1288848	30591	44082	14055	35399	45915	60622	299425	35668	53103	109466	2111	35073	6552	6143	134421	28538	454699	34895	2504	23541	2880	10619	78307	83643	331838	38197	1360	65323	42198	32134	12087	117752	4754	44682	4450	21609	16337	41737	4225	27420	14577	33629	12627	10595	24125	25030	29758	17015	7786	185561	161923	435892	14348	4129
s__Prevotella sp900555035	33144	12618	0	100225	1739	808	0	48403	30642	0	7618	31556	44984	21309	0	43866	19733	3487	3475	3220	1734	4716	0	3731	0	4018	20497	469	6823	0	0	0	0	31812	0	30887	12164	0	24852	7625	0	885	27022	1329	20122	956	3658	43079	0	90836	38886	21314	0	6390	81078	0	16869	30014	21756	10388	3487	0	0	4871	672	0	16581	1806	1157	28037	0	75307	3098	140960	9912	338	33194	0	0	52927	597	75043	206530	34260	8787	404	20065	18985	478	103979	29260	103684	1210	32778	62031	7462	106950	580084	112053	98205	152706	2976	0	18187	0	67313	0	37951	0	0	107558	0	16398	73336	52940	18422	35282	63172	3480	1056	11574	439486	2961	12718	2242	125893	176688	90272	0	171012	51665	43142	81218	8984	25182	400	793	53050	47200	16311	165355	140401	74168	62754	70020	317178	97183	4972	116233	20759	11975	182695	18957	306588	120215	354	56848	4015	9879	117030	338232	93242	68143	0	126362	59383	51588	17553	59556	6489	188787	2031	104417	23393	383995	7738	165829	18959	472319	15698	967	155630	10227	259607	32659	1543	586903	478473	157797	33620	7481
s__Prevotella sp900554835	50996	30115	0	67308	18012	1087	0	103694	60639	0	24382	78681	135954	73373	0	21795	34568	18189	3950	9774	1388	5807	0	9274	0	3819	16080	7355	1561	0	0	0	0	57852	0	130329	25511	0	46659	15324	0	464	54152	19922	27953	2210	10913	75371	0	30631	57538	75358	630	9043	299013	0	52561	73622	118711	7270	3345	0	0	23630	1888	412	29626	1653	3133	43533	364	68587	3949	28378	20417	0	37052	0	0	66705	1117	110448	89044	42380	7298	1150	30626	32479	1332	107690	120782	118115	1835	71844	84359	53197	80615	130753	70787	51824	376903	7154	0	40683	992	92289	481	41395	0	3040	116630	632	21056	73432	56104	58632	71940	211053	10320	2544	60958	90810	3846	25888	4533	16083	196654	51488	497	298871	39443	37332	50891	208326	45759	1827	13748	70723	31926	34153	98565	65638	75356	69425	374497	243485	85286	8848	141334	19207	14552	122306	26816	92970	195198	698	58255	7782	15195	220267	189187	97863	104041	475	142202	118899	87227	10959	40852	13591	79694	3618	58320	31134	121080	7721	43590	28409	95965	98196	3013	139036	23762	70006	110145	2767	323502	371512	209015	58734	6361
s__Faecalibacterium prausnitzii	22732	28088	1622	36730	38083	27335	29503	52321	16164	0	9112	4100	7695	13969	9585	13843	51959	3636	4697	14801	44872	87711	33339	5644	17572	2014	168920	22967	7541	57708	2912	63211	8170	2689	6763	28636	23595	12898	8080	32566	20213	11986	11909	47324	15022	37230	122261	6784	45382	2700	26957	33682	3069	34381	26961	3349	8670	13068	6121	77866	14535	22937	17283	10781	47414	2262	19511	125976	45481	15612	47473	27107	3174	23839	33666	2050	25648	45449	17344	153144	90305	63189	14472	9325	5129	178611	33167	56049	43954	18580	10663	59045	14344	15775	6723	254818	30532	36280	43800	35650	16821	208563	29025	85820	379422	32992	155800	52027	46153	346416	30505	71733	148718	8214	55024	56931	118890	36944	19416	18736	9436	31693	37381	21995	12968	48319	19923	224947	7336	12742	154514	90821	86551	171004	80202	48786	13371	63105	19850	86165	20462	21411	21223	69292	64837	20871	13468	21697	30246	32662	64464	25403	33661	9176	2554	5046	61762	5132	7863	56729	70330	36935	82543	1570971	70584	101354	29995	12108	68609	164761	17504	46570	127215	29188	43962	66726	21719	12919	33742	18244	306376	47965	101788	23894	23706	55709	34425	19949	108270	56363	88728
s__Prevotella sp900551985	48330	25878	0	54085	1429	1742	0	140407	64132	0	21509	43765	116533	67415	0	153241	32246	8029	14326	4312	7952	17721	0	2739	0	6070	15354	431	1517	0	0	0	0	65867	0	61348	23834	0	28363	10404	0	452	41425	1252	25617	1999	3981	60259	0	34146	33886	53954	674	15841	36779	0	22643	108942	29765	3298	3995	660	0	5850	812	580	16691	641	1436	44379	0	80958	4053	34228	14958	0	54033	1017	0	202148	1598	54109	127215	29691	6484	0	25801	23710	843	144670	39026	239966	1337	39967	107542	20574	90857	220286	78659	104480	129837	5115	0	27572	0	142922	0	45815	0	485	311829	0	19091	66251	61286	34622	43938	74308	3857	2113	7430	105370	3691	10832	3909	17264	82793	146035	0	234052	40112	37109	62126	17811	36974	737	1589	160840	64371	22356	67413	76123	103498	96413	152308	252955	84301	5518	93171	25942	46175	121518	32274	69077	143456	1601	66713	5449	24574	167545	267552	152815	117449	0	103087	66969	133565	52654	57264	12589	110400	5157	37885	32349	225358	8873	75940	8899	229704	16743	3907	458155	13358	75487	106272	1646	308823	356930	174399	48653	9371
s__Prevotella sp900544825	51645	26870	0	49332	1405	1728	0	133237	70519	0	20299	47950	107261	60003	0	137707	36045	7634	12764	2709	6807	18732	0	3175	0	6085	18181	359	1138	0	0	0	0	61328	0	67911	22345	0	35871	8881	0	0	40671	1175	27921	2045	3065	58153	0	30222	36876	47177	0	17377	31432	0	21444	102334	30687	3560	4232	0	0	6176	978	0	22283	613	1723	44711	0	85001	3147	33305	14906	0	58160	0	0	209539	1232	50656	128467	29036	5175	0	23822	38355	563	130207	34795	224212	1274	38193	101868	17853	83698	205368	80994	96668	117691	1751	598	29552	0	158545	0	44804	0	596	313913	0	16585	69415	61229	32098	53534	62445	3392	1239	5247	102282	3147	8724	3534	14722	86430	148352	0	232814	37136	34307	57065	12111	49568	0	822	163125	63776	22876	56623	76615	104099	98361	150110	282697	84789	6839	82967	22826	44596	127574	30869	66475	146130	0	65478	6593	24657	173594	271255	183605	106506	377	94806	76771	119501	49786	49698	13002	110315	4970	41588	32570	230481	6404	68519	8590	209669	14249	2651	499283	15296	73932	99090	1265	311339	370783	156505	58042	9710
s__Bacteroides uniformis	2404	13394	176951	1769	112241	24260	220535	2389	776	0	11688	5715	3365	13370	173868	12668	23466	123039	51561	30151	27906	18735	42426	1820	300785	453	7409	42068	1973	155676	39764	245599	158979	947	38086	2777	1211	12818	24830	11563	275856	74224	22214	272165	108887	38784	15518	111827	41996	576	4079	2105	88540	5209	18575	58651	957	1047	1241	9011	7828	156667	186725	65596	2734	1672	29808	1897	10755	1281	53963	1806	7761	2297	13834	620	630	228228	68345	84200	398874	712	1389	6209	2412	112572	421	35654	50129	31072	14990	87774	409	67854	5688	8976	1934	9619	819	60942	1971	306213	316758	135970	159145	9665	168071	42503	323423	571775	27822	50311	2552	1409	5435	17365	37708	5923	409	1852	629	52391	43100	2049	63900	80013	40996	85734	31131	1978	22605	15874	14282	181148	239274	254715	166352	37253	19278	3287	2204	3005	449	30429	1709	6027	1266	1012	1745	4783	25189	2120	669	25588	26814	30984	6264	107697	26621	12611	17967	5514	59920	116070	4185	94011	17426	207743	4379	12547	7242	12858	53143	7366	7695	61140	1151	629	7004	614	122183	19144	6576	30656	4886	3337	4738	5253	4220	45022	117895
s__Phocaeicola dorei	1588	2495	1119074	355	10454	16615	68639	2246	255	0	5570	147188	1661	3112	22503	8296	3609	14143	3259	28002	4580	2719	331180	5734	359044	572	16958	121539	5472	91142	465162	756638	302817	604	16680	587	379	5206	10109	47130	101610	16001	37121	215699	5636	24829	53997	84026	244306	0	327	3727	7507	1434	4116	32070	1166	0	372	9570	6661	34113	46001	5726	1017	11114	6104	2306	16897	2256	10902	403	1103	282	2143	8706	300	163873	7500	205746	76352	0	4488	21446	930	31944	0	13807	11317	28055	5575	37409	2856	88560	336	126801	5027	11915	724	5227	2582	547763	234108	15189	18037	4217	30701	12920	76802	39846	69212	1075763	1180	753	870	2679	23827	0	702	4226	881	6003	10505	11830	29486	43056	14504	127284	212425	521	13723	11995	9273	57976	24813	83970	46834	2784	5635	1388	769	0	0	1753	278	369	299	6878	1681	6717	49242	263	9330	1167	19551	21594	1049	99229	20517	8065	13995	1030	2277	126362	603	7997	15262	7049	5122	37750	863	84768	4195	530	5798	9780	0	0	2595	1485	15440	11273	23461	4222	5714	6828	855	0	377	126416	23987
s__CAG-177 sp003538135	2557	96972	0	1381	12330	86312	42668	0	1514	0	42703	0	0	74513	0	1647	13429	1909	14766	0	28021	9823	1625	86520	0	9694	562	1324	3502	710	0	0	0	0	3015	19451	2836	24609	0	54101	0	257	1137	26299	0	131731	0	8229	0	152969	104496	20086	312193	10419	2786	20682	33514	1148	5055	939	20467	632	0	3623	589	2526	135106	651	2474	493	1493	2463	112890	18816	401	68422	11564	10930	29733	1323	0	83097	4615	14530	54813	12277	206885	165825	276194	7523	1114	2465	327388	418	1187	49703	20041	0	8066	7973	1058	0	2851	526	307	693	0	12080	0	11249	5746	0	24193	46190	115982	197438	5257	6442	137152	412764	43947	3017	26803	7485	135829	0	4852	12476	650	2865	170496	73813	55255	6071	353	8337	71336	6628	73490	1981	24012	1199	0	969	1022	1180	35615	577623	68974	11252	19774	642	154421	4412	0	89735	133681	1865	655728	319	145202	7543	7735	0	6772	2148	0	20150	4848	26676	10358	5052	10654	8309	0	4766	13711	149358	0	119272	191007	0	9326	1187	113667	550799	263	0	16527	19651	180901
s__Faecalibacterium prausnitzii_G	21540	10403	12218	18483	34705	6759	44967	10051	14552	0	15181	15557	955	6183	2578	6422	12272	3988	879	42832	46656	43209	4352	5023	108369	906	23971	5708	6952	30297	1598	2240	4632	4726	3782	15346	6833	13754	13002	4844	84918	16786	1516	14147	919	2738	55635	3304	6158	1018	6537	34467	1064	18187	46236	5313	77391	8979	6130	5921	20897	115817	20849	26130	10761	1454	15367	10228	178666	36751	22148	41635	4315	15455	28926	4164	21043	31669	59875	98087	210229	24227	32088	35636	8791	94617	19750	31053	12549	5709	36213	30637	4280	46957	18331	88707	12363	31663	13062	12883	28895	132869	105053	23619	235374	34062	66098	21551	118082	58263	27644	52904	70655	3508	129341	21495	193930	23692	23584	13888	8122	49555	63537	7582	36344	33876	19962	125971	3006	25343	86467	47857	48679	88998	120409	9261	18891	134507	7492	19032	5458	20276	16338	18058	25681	7666	22731	49797	13357	17688	52222	11561	9368	6186	1615	4885	142654	10833	53758	98462	175622	149065	51530	35309	53401	67606	35222	108093	47914	27058	47925	28342	75413	14425	55791	30368	12814	5815	41676	27481	59574	31995	25687	29507	43092	20587	21345	23839	256286	368757	18119
s__Prevotella stercorea	3879	9323	1499	8342	1050	466	0	3669	78267	0	20661	2442	2545	168506	0	6471	58935	1340	980	830	0	4337	0	139785	0	15393	42667	0	14514	301021	0	0	1798	4071	0	37065	41620	0	740	2097	0	2175	48805	0	1650	14781	1362	5949	0	4323	4226	20459	816	536	2074	0	23178	6732	8271	2562	487	0	0	0	7645	0	445	904	29760	4444	0	5715	1379	3046	675	0	3245	0	489	7028	578	7692	8793	6588	8052	797	27277	2398	203601	54734	39056	7852	0	6503	41805	1497	112375	376922	40410	43510	91937	3580	411	6739	0	8739	348	23427	1214	799	3659	1746	1535	11978	72384	7409	1503	7297	1231	1665	26768	7194	0	4228	771	749	6878	2762	581	11094	154894	95088	73669	36735	3393	2630	9316	7093	220328	52715	6937	11178	97791	105509	46830	12844	23284	1085	9794	20780	1080	12590	15236	141432	7322	1860	82121	912	403618	1480171	11186	123013	38492	889	232424	4789	237211	1927	3893	963	5888	455	6170	15907	5749	1426	4620	21365	6001	5692	565311	4851	21081	6981	1667	18683	35931	207528	46681	2970	1322
s__RC9 sp900544195	0	67757	0	1128	0	0	0	0	17268	0	213225	0	0	0	0	0	0	0	0	36374	0	0	0	38985	0	57513	0	0	262717	433	0	0	0	0	0	80319	49470	0	0	0	0	1604	481	0	0	44071	0	0	358	55227	34632	8674	49943	80584	0	0	50952	676	33443	0	0	0	0	0	0	0	10422	0	0	0	0	1740	237776	35061	20642	69950	22152	0	0	0	0	66102	32952	155435	78454	0	60764	12550	4512	697	771	0	572	591	2062	0	449	2509	1192	813	64644	730	0	0	0	0	0	0	0	657	0	0	0	28814	61458	0	210007	774	143028	226478	121937	0	46192	301165	247421	0	11394	0	0	324	1567	1065	1182	0	2698	0	0	0	2829	11279	0	34474	942	6136	4176	5988	36232	0	89898	127370	0	90069	126410	0	0	343535	71677	0	115979	21370	114982	191484	318747	0	50851	0	0	0	0	338	894	44034	55764	62365	0	0	114382	153153	6673	94762	295686	0	48023	116954	0	712839	1043	863	272256	0	1815
