feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	site	Soweto	-0.440422889667752	0.134506855647663	169	168	0.00128748605696873	0.0148661491320829
TCA..TCA.cycle.I..prokaryotic.	site	Soweto	-0.278771983697166	0.0851973996562191	169	167	0.00129728188180912	0.0148661491320829
PWY.5705..allantoin.degradation.to.glyoxylate.III	site	Soweto	-1.7126345763081	0.526934000700775	169	61	0.00139484249547393	0.0155635057389722
METH.ACETATE.PWY..methanogenesis.from.acetate	site	Soweto	-0.418976026392762	0.13029115233436	169	159	0.00156259553171556	0.0169882180883948
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	site	Soweto	0.21643154067945	0.0683409044371758	169	168	0.00183178080461472	0.0194168765289161
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis	site	Soweto	1.35083718731219	0.429958576944768	169	96	0.00198693055021278	0.0205477695924444
PENTOSE.P.PWY..pentose.phosphate.pathway	site	Soweto	0.360053109249007	0.115295316933167	169	165	0.00211146056884953	0.0208199832835396
PWY0.321..phenylacetate.degradation.I..aerobic.	site	Soweto	-3.15776185481665	1.00990723755304	169	37	0.00208515104342436	0.0208199832835396
P23.PWY..reductive.TCA.cycle.I	site	Soweto	-0.65602003209898	0.2108324463509	169	145	0.00218934058116497	0.0210972819639533
PWY.6071..superpathway.of.phenylethylamine.degradation	site	Soweto	-3.07609740280383	0.995616491979461	169	37	0.00234801760744353	0.0221235436790235
GLUTORN.PWY..L.ornithine.biosynthesis	site	Soweto	-0.147098138098327	0.048049151731453	169	168	0.0025679370175435	0.0236696803356184
LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis	site	Soweto	-1.99345682839218	0.659871059051093	169	35	0.0029161082334459	0.0258796351794154
PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I	site	Soweto	0.158771502259347	0.0525823053945785	169	168	0.00292977002031118	0.0258796351794154
PWY.6527..stachyose.degradation	site	Soweto	-0.194948537775906	0.0649808401693306	169	168	0.00311254119355427	0.0266761712434342
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	site	Soweto	-0.548681217343837	0.183096402116323	169	166	0.00314577491078234	0.0266761712434342
PWY.6215..4.chlorobenzoate.degradation	site	Soweto	-1.87842659634124	0.630418249351198	169	43	0.0033165028119979	0.0275724939664139
P124.PWY..Bifidobacterium.shunt	site	Soweto	0.903878721313033	0.306388599680811	169	150	0.00363307111849173	0.0296235029661633
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	site	Soweto	-0.120104582141523	0.041136134278711	169	168	0.00398777193584622	0.0319021754867698
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.	site	Soweto	-0.119285667252808	0.0416600530954843	169	168	0.00473015724683277	0.036465212230129
PWY.6565..superpathway.of.polyamine.biosynthesis.III	site	Soweto	-0.57842863251751	0.20163142943099	169	116	0.00465348680855795	0.036465212230129
POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II	site	Soweto	-0.316655384993471	0.111007176892344	169	159	0.00488521018783521	0.0369880199936095
PWY.5747..2.methylcitrate.cycle.II	site	Soweto	-0.99792265569157	0.353722253459004	169	103	0.005364744559833	0.0399061700591086
P42.PWY..incomplete.reductive.TCA.cycle	site	Soweto	-0.285100429527505	0.101514793064181	169	167	0.00557153695290172	0.0407298563453505
CRNFORCAT.PWY..creatinine.degradation.I	site	Soweto	-1.08094424810707	0.387598612427566	169	60	0.00590448400032264	0.0424322240023186
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	site	Soweto	-0.101250142325526	0.0365006177664519	169	168	0.00616895966442855	0.0428793261920935
PWY0.41..allantoin.degradation.IV..anaerobic.	site	Soweto	-1.82746228421109	0.658213376015233	169	42	0.00612439719527447	0.0428793261920935
PWY.6823..molybdenum.cofactor.biosynthesis	site	Soweto	-1.52901027273537	0.553596406747754	169	54	0.00638928138459562	0.0430008778899769
PWY0.42..2.methylcitrate.cycle.I	site	Soweto	-1.08769011991816	0.393493879718792	169	93	0.0063477584593476	0.0430008778899769
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	site	Soweto	0.129310679007677	0.0471960631888201	169	168	0.0068148138835147	0.0451481419782849
P161.PWY..acetylene.degradation	site	Soweto	-0.588912087565831	0.215790755814393	169	167	0.00703145466180658	0.0458667196400922
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.	site	Soweto	-1.06675069739496	0.392184016773779	169	95	0.00721851332569013	0.0463734795468578
ARO.PWY..chorismate.biosynthesis.I	site	Soweto	-0.0940341077479213	0.0347055056727019	169	168	0.00744170840402338	0.0464012406368516
PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	site	Soweto	0.152794131432579	0.0563251264354198	169	168	0.00737264313725594	0.0464012406368516
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	site	Soweto	-0.878034792413898	0.331098590560778	169	115	0.00877566921691891	0.0524068133517411
PWY.5005..biotin.biosynthesis.II	site	Soweto	-0.663054956504048	0.249946118809874	169	99	0.00875306029002727	0.0524068133517411
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	site	Soweto	-0.336464445645453	0.126838846954123	169	161	0.0087555259542185	0.0524068133517411
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	site	Soweto	-0.291894731657649	0.110337270489842	169	165	0.00893661454244641	0.0526267300832955
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	site	Soweto	-0.334383328399539	0.126795991909886	169	166	0.00914913288885126	0.0531401691078484
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	site	Soweto	-0.343400236802685	0.131224511077629	169	161	0.00968771143139556	0.0542650747799635
PWY.5692..allantoin.degradation.to.glyoxylate.II	site	Soweto	-2.22574283837748	0.852304863345684	169	33	0.00983722417028253	0.0542650747799635
PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.	site	Soweto	-0.192424365238554	0.0737030507377506	169	167	0.00985474235390846	0.0542650747799635
URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants	site	Soweto	-2.22574283837748	0.852304863345684	169	33	0.00983722417028253	0.0542650747799635
PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis	site	Soweto	0.253922016028369	0.0992122296844856	169	166	0.0113729813497242	0.061822360157475
PWY.622..starch.biosynthesis	site	Soweto	1.17555955347781	0.463976181872688	169	34	0.0122082531437721	0.065189955245428
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	site	Soweto	-0.518631904596297	0.204917067953341	169	140	0.0122999915557411	0.065189955245428
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.	site	Soweto	-0.11550113466916	0.0465239137257756	169	168	0.0140301594174505	0.0718574201444448
KETOGLUCONMET.PWY..ketogluconate.metabolism	site	Soweto	-0.968776426085513	0.390373744270581	169	117	0.0140664289433701	0.0718574201444448
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.	site	Soweto	-0.180491621468991	0.0725504861471152	169	168	0.0138345017370376	0.0718574201444448
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	site	Soweto	-0.313221771490592	0.127173883102851	169	168	0.0147947714387093	0.0746783701191993
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	site	Soweto	0.352632562909668	0.145155557103558	169	166	0.0161862424430062	0.0807407858333487
PWY.5392..reductive.TCA.cycle.II	site	Soweto	-0.62300211692747	0.257557050226639	169	120	0.0166422004438138	0.0820499184671751
PWY.7392..taxadiene.biosynthesis..engineered.	site	Soweto	0.432582742090772	0.180856524469668	169	137	0.0178746313118868	0.087113145703908
PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	site	Soweto	0.0896046080378058	0.0376751122008921	169	168	0.0185200392549227	0.0892329164100821
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	site	Soweto	0.111256957235888	0.0475363176200149	169	168	0.0204417099839027	0.0973852250918509
UNINTEGRATED	site	Soweto	0.0339892721069071	0.0146367335835518	169	169	0.0214296845473466	0.0977009273986553
PWY.5088..L.glutamate.degradation.VIII..to.propanoate.	site	Soweto	-0.435519115139436	0.186930077850453	169	129	0.0210104844662914	0.0977009273986553
PWY.6124..inosine.5..phosphate.biosynthesis.II	site	Soweto	0.117103681112926	0.0503747582753836	169	168	0.0212942617073285	0.0977009273986553
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	site	Soweto	-0.118270511656971	0.0507118187980612	169	168	0.020882930602386	0.0977009273986553
PWY.5101..L.isoleucine.biosynthesis.II	site	Soweto	-1.14248857622626	0.494923688470164	169	67	0.0222020411814378	0.0984995600594509
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	site	Soweto	-1.31893971000841	0.571795015859098	169	41	0.0223017871832719	0.0984995600594509
PWY.6588..pyruvate.fermentation.to.acetone	site	Soweto	-0.570951505382628	0.246831429343254	169	139	0.0219352932458424	0.0984995600594509
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.	site	Soweto	-1.44743289496227	0.629011768824646	169	50	0.022620641062335	0.0988778537157736
PWY66.400..glycolysis.VI..metazoan.	site	Soweto	0.138709655594255	0.0606326523469154	169	168	0.0234089872052976	0.101279699745369
PWY66.422..D.galactose.degradation.V..Leloir.pathway.	site	Soweto	-0.110472012576282	0.0488219824454151	169	168	0.0249394398858775	0.106811338501132
ENTBACSYN.PWY..enterobactin.biosynthesis	site	Soweto	-0.702046481574234	0.312048438812964	169	88	0.0257677182147757	0.108173391317474
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	site	Soweto	0.398542983375435	0.17712696656702	169	163	0.0257520525519777	0.108173391317474
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	site	Soweto	-0.468789353210969	0.209672054022768	169	130	0.0266884517709518	0.110346390566697
PWY.5723..Rubisco.shunt	site	Soweto	-0.53591878006306	0.239884509002409	169	152	0.0268058448782307	0.110346390566697
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	site	Soweto	0.0927107492837481	0.0423196289441254	169	168	0.0298570443481107	0.11443279142514
PWY.5177..glutaryl.CoA.degradation	site	Soweto	-0.201438340783451	0.0926157763423356	169	167	0.0310371957874791	0.11443279142514
PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate	site	Soweto	-0.460090455994673	0.209864508508773	169	144	0.0297396713515115	0.11443279142514
PWY.5920..superpathway.of.heme.biosynthesis.from.glycine	site	Soweto	-0.624975204558383	0.286114386629908	169	101	0.0303301500057888	0.11443279142514
PWY.6123..inosine.5..phosphate.biosynthesis.I	site	Soweto	0.101348829676552	0.0464935234978415	169	168	0.0306685919885023	0.11443279142514
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	site	Soweto	-0.465544717939534	0.21374081279567	169	131	0.0308022553760606	0.11443279142514
PWY.6891..thiazole.biosynthesis.II..Bacillus.	site	Soweto	-0.509639574614517	0.23365549254422	169	155	0.0305698796177927	0.11443279142514
PWY.7312..dTDP.D..beta..fucofuranose.biosynthesis	site	Soweto	1.17264839600743	0.538429274434612	169	63	0.0308154779483998	0.11443279142514
PWY.7456..mannan.degradation	site	Soweto	0.160776768603301	0.0729779006708088	169	167	0.0289575372805423	0.11443279142514
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	site	Soweto	-0.380407145394965	0.172902149224642	169	167	0.0291706673659569	0.11443279142514
PWY490.3..nitrate.reduction.VI..assimilatory.	site	Soweto	-0.662573762515026	0.299911490656229	169	67	0.0285193834178809	0.11443279142514
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	site	Soweto	-0.252418366680594	0.114446676401917	169	165	0.0287809428471994	0.11443279142514
PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule	site	Soweto	-2.62219911510214	1.21012591881405	169	19	0.0316608567139581	0.115725890057916
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	site	Soweto	0.301337490136129	0.141124707966162	169	153	0.0341980145308444	0.12083298467565
PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II	site	Soweto	-0.31204370579008	0.145729761461591	169	155	0.0337042298191174	0.12083298467565
PWY.7003..glycerol.degradation.to.butanol	site	Soweto	-0.655336363487537	0.305981376668061	169	101	0.0336630246878656	0.12083298467565
PWY0.1533..methylphosphonate.degradation.I	site	Soweto	-1.27400912148761	0.595965560756502	169	76	0.0339940600122137	0.12083298467565
REDCITCYC..TCA.cycle.VIII..helicobacter.	site	Soweto	-0.476612141275216	0.225912435519736	169	132	0.0363728515193377	0.127455281357018
GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass	site	Soweto	-0.4387815618393	0.210301188616167	169	131	0.0384578796084931	0.13271231647489
PWY.5973..cis.vaccenate.biosynthesis	site	Soweto	0.100804858447033	0.0483246041222874	169	168	0.0384990918075743	0.13271231647489
UNMAPPED	site	Soweto	-0.100199636111047	0.0485795636796148	169	169	0.0407002302168955	0.139168529128739
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	site	Soweto	-0.390509863266834	0.190826922738682	169	139	0.0422839306738621	0.14342709284574
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	site	Soweto	-0.536804155904211	0.264233573483936	169	104	0.0437842042244453	0.147337322152102
GLYOXYLATE.BYPASS..glyoxylate.cycle	site	Soweto	-0.442227512085397	0.218755812370976	169	143	0.0448187189414498	0.148462006493552
PWY.7446..sulfoglycolysis	site	Soweto	-0.979169014966035	0.484254640041277	169	51	0.0447711827271642	0.148462006493552
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	site	Soweto	0.0732525455667093	0.0363683655889139	169	168	0.0455953843485272	0.149842297385155
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA	site	Soweto	-0.473999431864026	0.235712228077234	169	131	0.0459422138209202	0.149842297385155
PWY.7663..gondoate.biosynthesis..anaerobic.	site	Soweto	0.102732943004506	0.0515384796871367	169	168	0.0478542452736156	0.154887022870328
PWY.5675..nitrate.reduction.V..assimilatory.	site	Soweto	-0.489759035126831	0.246236774779183	169	142	0.0483370063725412	0.155264323499678
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	site	Soweto	-0.543975805225454	0.273961844043061	169	104	0.0487157543809892	0.155304359831123
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	site	Soweto	-0.22447309085444	0.114546965935293	169	153	0.0517000510622584	0.163588221271624
PWY.7616..methanol.oxidation.to.carbon.dioxide	site	Soweto	-0.754467127332084	0.385703571982552	169	64	0.052123918777111	0.163707715270334
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis	site	Soweto	-0.344039664437035	0.176905035954755	169	158	0.0534824489906907	0.166739399794506
FAO.PWY..fatty.acid..beta..oxidation.I	site	Soweto	-0.383716133645292	0.198361712170783	169	167	0.0547509518969621	0.167407480845657
PWY.4702..phytate.degradation.I	site	Soweto	-0.862393471921515	0.444589762786803	169	89	0.0540948459677381	0.167407480845657
PWY3O.355..stearate.biosynthesis.III..fungi.	site	Soweto	-0.792356850771292	0.40983080104437	169	90	0.0548812260319489	0.167407480845657
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	site	Soweto	-0.0998680614162919	0.0518878869445025	169	168	0.0559680768996137	0.169503318610259
ORNDEG.PWY..superpathway.of.ornithine.degradation	site	Soweto	-0.613787120282215	0.323031889795795	169	100	0.0591456248952024	0.177856347202594
COA.PWY..coenzyme.A.biosynthesis.I	site	Soweto	-0.0759135002642644	0.0401925780153294	169	168	0.0606597718011446	0.178609328081148
PWY.5754..4.hydroxybenzoate.biosynthesis.I..eukaryotes.	site	Soweto	-1.41410151808328	0.746723424720375	169	32	0.0599883836485388	0.178609328081148
PWY3O.1109..superpathway.of.4.hydroxybenzoate.biosynthesis..yeast.	site	Soweto	-1.40289390909431	0.742268041188706	169	32	0.0604891616460629	0.178609328081148
PWY.922..mevalonate.pathway.I	site	Soweto	0.999183856440893	0.537155415164326	169	22	0.0646244582842614	0.188312992196403
PWY66.409..superpathway.of.purine.nucleotide.salvage	site	Soweto	-0.310558290254305	0.167092495960237	169	149	0.0648436246714029	0.188312992196403
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	site	Soweto	-0.465843365940411	0.25122425384991	169	123	0.0654607635500263	0.188811998266743
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	site	Soweto	-0.363927092897557	0.198244561993224	169	163	0.0681733683090281	0.195307487588026
GALACTARDEG.PWY..D.galactarate.degradation.I	site	Soweto	-0.556194637695066	0.304089734714804	169	131	0.0691761227621481	0.195537840341005
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	site	Soweto	-0.556194637695066	0.304089734714804	169	131	0.0691761227621481	0.195537840341005
GLUCARDEG.PWY..D.glucarate.degradation.I	site	Soweto	-0.5282227541414	0.294253060572207	169	128	0.0744411930251724	0.20897859509161
PPGPPMET.PWY..ppGpp.biosynthesis	site	Soweto	-0.208991868555212	0.116614169318196	169	166	0.0749168548441621	0.20897859509161
PWY0.1296..purine.ribonucleosides.degradation	site	Soweto	-0.107680529656031	0.060373349690727	169	168	0.0763084892248451	0.211469277328982
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	site	Soweto	-0.76209211474032	0.430062408221012	169	83	0.0782097376042185	0.215330706131095
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II	site	Soweto	0.331320869921271	0.188471436256532	169	163	0.0805903373254165	0.219549687345345
PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II	site	Soweto	0.562253831694392	0.320036925429666	169	87	0.0807777151553628	0.219549687345345
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	site	Soweto	0.449787756916311	0.258758919821236	169	161	0.0840098845557331	0.225750000901407
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	site	Soweto	-0.210293290031417	0.121024748822302	169	168	0.0841238210906186	0.225750000901407
PWY.7385..1.3.propanediol.biosynthesis..engineered.	site	Soweto	-0.60180975038767	0.34993862784176	169	101	0.0873290523154619	0.232877472841232
TRNA.CHARGING.PWY..tRNA.charging	site	Soweto	-0.0559920866350879	0.0326657165099853	169	168	0.0883669044018905	0.23417229666501
